============================================================
  WOUND DETECTION - YOLO26m - METRICS REPORT
============================================================
  Model         : YOLO26m
  Dataset       : AZH Clinical Wound Dataset
  Run           : runs
  Total Epochs  : 250

  BEST EPOCH BY mAP50
  --------------------------------------------------
  Epoch         : 204
  Box Loss      : 0.1926
  Class Loss    : 0.4211
  mAP50         : 0.8780  (87.8%)
  mAP50-95      : 0.8780  (87.8%)
  Precision     : 0.8540
  Recall        : 0.8455
  F1 Score      : 0.8497

  BEST EPOCH BY F1
  --------------------------------------------------
  Epoch         : 182
  Precision     : 0.9110
  Recall        : 0.8052
  F1 Score      : 0.8548

  CONFIDENCE THRESHOLD RECOMMENDATIONS
  --------------------------------------------------
  Conservative (high precision) : 0.50
  Balanced     (best F1)        : 0.35
  Sensitive    (high recall)    : 0.25  <- medical use

  FULL TRAINING HISTORY
  --------------------------------------------------
  Epoch   BoxLoss   ClsLoss    mAP50     Prec      Rec       F1
    176    0.2172    0.4757   0.8517   0.9011   0.7608   0.8250
    177    0.2233    0.4643   0.8326   0.7975   0.8179   0.8076
    178    0.2377    0.4971   0.8423   0.8079   0.8130   0.8105
    179    0.2440    0.4650   0.8310   0.8544   0.7489   0.7982
    180    0.2345    0.4603   0.8327   0.8111   0.7432   0.7757
    181    0.2298    0.4840   0.8282   0.7941   0.7938   0.7939
    182    0.2205    0.4481   0.8690   0.9110   0.8052   0.8548
    183    0.2199    0.4569   0.8345   0.8127   0.7973   0.8049
    184    0.2218    0.4501   0.7924   0.8086   0.7405   0.7731
    185    0.2153    0.4190   0.8475   0.8034   0.8038   0.8036
    186    0.2222    0.4518   0.8392   0.7839   0.8188   0.8010
    187    0.2112    0.4198   0.8443   0.8113   0.7991   0.8052
    188    0.2099    0.4623   0.8432   0.8496   0.7272   0.7836
    189    0.2168    0.4470   0.8436   0.8760   0.7450   0.8052
    190    0.2153    0.4503   0.7967   0.7609   0.7692   0.7650
    191    0.1995    0.4431   0.8097   0.8765   0.7076   0.7830
    192    0.2090    0.4518   0.8497   0.8365   0.7861   0.8105
    193    0.2169    0.4429   0.7951   0.7830   0.7557   0.7691
    194    0.2023    0.4459   0.8552   0.7700   0.8315   0.7995
    195    0.2111    0.4328   0.8609   0.8197   0.8508   0.8350
    196    0.2095    0.4387   0.8644   0.8269   0.8393   0.8331
    197    0.2051    0.4194   0.8607   0.8609   0.8094   0.8343
    198    0.1946    0.4517   0.8485   0.8581   0.8071   0.8318
    199    0.2037    0.4315   0.8566   0.8268   0.8642   0.8451
    200    0.2018    0.4256   0.8377   0.8276   0.8138   0.8207
    201    0.1984    0.3958   0.8528   0.8711   0.8190   0.8442
    202    0.1961    0.4459   0.8629   0.8569   0.8264   0.8414
    203    0.1938    0.4235   0.8583   0.8900   0.7714   0.8264
    204    0.1926    0.4211   0.8780   0.8540   0.8455   0.8497
    205    0.1955    0.4449   0.8689   0.8272   0.8621   0.8443
    206    0.1984    0.4411   0.8636   0.8852   0.7842   0.8316
    207    0.1855    0.4187   0.8256   0.8005   0.8212   0.8107
    208    0.1800    0.4024   0.8589   0.8386   0.8519   0.8452
    209    0.1766    0.3970   0.8305   0.8111   0.7893   0.8000
    210    0.1772    0.3792   0.8659   0.8340   0.7774   0.8047
    211    0.1935    0.4332   0.8691   0.8765   0.8291   0.8521
    212    0.1739    0.4198   0.8737   0.8360   0.8419   0.8390
    213    0.1868    0.3927   0.8599   0.8567   0.8036   0.8293
    214    0.1837    0.3660   0.8620   0.7817   0.8376   0.8086
    215    0.1815    0.4150   0.8514   0.8196   0.8114   0.8155
    216    0.1780    0.3899   0.8521   0.8102   0.8316   0.8208
    217    0.1742    0.4104   0.8532   0.8194   0.8348   0.8270
    218    0.1768    0.4303   0.8617   0.8610   0.7938   0.8261
