============================================================
  WOUND DETECTION - YOLO26m - METRICS REPORT
============================================================
  Model         : YOLO26m
  Dataset       : AZH Clinical Wound Dataset
  Run           : runs
  Total Epochs  : 300

  BEST EPOCH BY mAP50
  --------------------------------------------------
  Epoch         : 226
  Box Loss      : 0.2509
  Class Loss    : 0.4110
  mAP50         : 0.8694  (86.9%)
  mAP50-95      : 0.8403  (84.0%)
  Precision     : 0.8234
  Recall        : 0.8019
  F1 Score      : 0.8125

  BEST EPOCH BY F1
  --------------------------------------------------
  Epoch         : 203
  Precision     : 0.8377
  Recall        : 0.8004
  F1 Score      : 0.8186

  CONFIDENCE THRESHOLD RECOMMENDATIONS
  --------------------------------------------------
  Conservative (high precision) : 0.50
  Balanced     (best F1)        : 0.35
  Sensitive    (high recall)    : 0.25  <- medical use

  FULL TRAINING HISTORY
  --------------------------------------------------
  Epoch   BoxLoss   ClsLoss    mAP50     Prec      Rec       F1
    238    0.2384    0.4527   0.8395   0.8011   0.8043   0.8027
    239    0.2345    0.4103   0.8109   0.7614   0.7981   0.7793
    240    0.2363    0.4781   0.8169   0.7581   0.8202   0.7879
    241    0.2296    0.4133   0.8127   0.7950   0.7497   0.7717
    242    0.2278    0.4094   0.8336   0.8116   0.7741   0.7924
    243    0.2330    0.4458   0.8419   0.7931   0.7987   0.7959
    244    0.2254    0.4277   0.8370   0.8132   0.7480   0.7792
    245    0.2140    0.3883   0.8358   0.8253   0.7583   0.7904
    246    0.2326    0.4008   0.8428   0.7984   0.7907   0.7945
    247    0.2349    0.4324   0.8457   0.8262   0.7583   0.7908
    248    0.2263    0.4013   0.8333   0.8368   0.7400   0.7854
    249    0.2195    0.4097   0.8431   0.8406   0.7861   0.8124
    250    0.2303    0.4401   0.8468   0.8124   0.8144   0.8134
    251    0.2217    0.3978   0.8435   0.8753   0.7622   0.8148
    252    0.2240    0.4097   0.8322   0.7838   0.7817   0.7828
    253    0.2191    0.3734   0.8358   0.7721   0.7908   0.7813
    254    0.2273    0.4229   0.8358   0.8189   0.7895   0.8039
    255    0.2220    0.3774   0.8280   0.8251   0.7690   0.7961
    256    0.2169    0.3896   0.8409   0.8175   0.7623   0.7890
    257    0.2161    0.4055   0.8661   0.8040   0.7982   0.8011
    258    0.2200    0.4074   0.8515   0.8027   0.8032   0.8030
    259    0.2152    0.3661   0.8494   0.8020   0.8113   0.8066
    260    0.2141    0.4215   0.8472   0.8577   0.7391   0.7940
    261    0.2175    0.3951   0.8389   0.7734   0.7803   0.7769
    262    0.2218    0.4122   0.8294   0.8477   0.7247   0.7814
    263    0.2292    0.4188   0.8391   0.7837   0.7977   0.7906
    264    0.2158    0.4031   0.8372   0.8023   0.7675   0.7845
    265    0.2077    0.3732   0.8536   0.7915   0.8140   0.8026
    266    0.2174    0.4043   0.8468   0.7536   0.8214   0.7861
    267    0.2297    0.3976   0.8521   0.8327   0.7794   0.8051
    268    0.2158    0.4161   0.8367   0.8057   0.7931   0.7993
    269    0.2154    0.3883   0.8395   0.8432   0.7583   0.7985
    270    0.2079    0.4150   0.8377   0.8444   0.7496   0.7942
    271    0.2176    0.3708   0.8227   0.8591   0.7136   0.7796
    272    0.2188    0.3912   0.8287   0.8137   0.7698   0.7911
    273    0.2026    0.3547   0.8403   0.8470   0.7503   0.7957
    274    0.2139    0.3807   0.8433   0.7671   0.7981   0.7823
    275    0.2024    0.3520   0.8414   0.8208   0.7540   0.7860
    276    0.2105    0.3970   0.8467   0.8103   0.7731   0.7913
    277    0.2156    0.4062   0.8408   0.8490   0.7406   0.7911
    278    0.2078    0.3691   0.8396   0.8121   0.7570   0.7835
    279    0.2029    0.3871   0.8420   0.8303   0.7817   0.8052
    280    0.2105    0.3672   0.8422   0.7999   0.7920   0.7959
    281    0.2041    0.3499   0.8377   0.8125   0.7955   0.8039
    282    0.2091    0.3836   0.8384   0.8160   0.7841   0.7997
    283    0.1980    0.3347   0.8435   0.8198   0.7804   0.7996
    284    0.1916    0.3335   0.8442   0.8176   0.7817   0.7992
    285    0.1973    0.3648   0.8479   0.8753   0.7439   0.8042
    286    0.1971    0.3624   0.8495   0.8166   0.7906   0.8034
    287    0.2079    0.3806   0.8532   0.8404   0.7850   0.8117
    288    0.2034    0.3493   0.8514   0.8317   0.7665   0.7978
    289    0.2052    0.3925   0.8485   0.8182   0.7776   0.7974
    290    0.1924    0.3407   0.8485   0.8130   0.7759   0.7940
    291    0.1940    0.3173   0.8176   0.8560   0.7286   0.7872
    292    0.1625    0.1531   0.7821   0.8102   0.7465   0.7771
    293    0.1617    0.1084   0.7838   0.8323   0.7392   0.7830
    294    0.1404    0.1433   0.7832   0.8227   0.7396   0.7790
    295    0.1327    0.0880   0.7797   0.8355   0.7248   0.7762
    296    0.1273    0.1034   0.7867   0.8270   0.7348   0.7782
    297    0.1173    0.0853   0.7983   0.8157   0.7503   0.7816
    298    0.1142    0.0820   0.7949   0.8085   0.7644   0.7858
    299    0.1038    0.0698   0.8062   0.7962   0.7853   0.7907
    300    0.1063    0.0685   0.7959   0.7640   0.7938   0.7786
============================================================
